Fecha,Temperatura externa,Temperatura interna,Humedad externa,Humedad interna,Presion,Punto de rocio,Sensación térmica,Velocidad del viento,Lluvia diaria,Radiacion solar
12/01/2022 15:37,20.6,25.3,40,44,1025.9,6.5,20.6,2.7,0,62
12/01/2022 15:56,18.8,24.8,45,47,1026,6.6,18.8,2,0,42
12/01/2022 16:06,18.2,24.6,46,48,1026.1,6.4,18.2,2.4,0,35
12/01/2022 16:16,17.7,24.4,48,48,1026,6.5,17.7,2,0,36
12/01/2022 16:26,17.6,24.3,48,48,1026.1,6.5,17.6,2.7,0,16
12/01/2022 16:36,16.8,24.2,50,48,1026.1,6.3,16.6,3.1,0,11
12/01/2022 16:46,16.4,24.2,51,48,1026.2,6.2,16.4,2.4,0,10
12/01/2022 16:56,16.2,24.1,51,49,1026.3,6.1,16.2,1.7,0,17
12/01/2022 17:06,16.1,24.1,52,49,1026.4,6.2,15.5,4.1,0,17
12/01/2022 17:16,15.8,24,53,49,1026.1,6.2,15.8,2,0,8
12/01/2022 17:26,15.6,24,54,49,1026.6,6.3,15.4,2.7,0,3
12/01/2022 17:36,15.5,24,54,49,1026.6,6.2,15.5,1.4,0,0
12/01/2022 17:46,15.2,23.9,55,50,1026.5,6.2,15.2,1.4,0,0
12/01/2022 17:56,15,23.9,55,50,1026.6,6,15,1.4,0,0
12/01/2022 18:06,15,23.8,56,50,1026.7,6.3,15,1,0,0
12/01/2022 18:16,14.7,23.6,57,51,1026.7,6.3,14.7,1.4,0,0
12/01/2022 18:26,14.6,23.6,58,51,1026.8,6.4,14.6,1,0,0
12/01/2022 18:36,14.5,23.6,59,51,1026.7,6.6,14.4,2,0,0
12/01/2022 18:47,14.5,23.5,58,51,1026.8,6.3,14.5,0,0,0
12/01/2022 18:57,14.5,23.4,57,51,1026.8,6.1,14.5,0.7,0,0
12/01/2022 19:07,14.6,23.4,57,51,1027.2,6.2,14.6,1,0,0
12/01/2022 19:17,14.7,23.3,56,51,1027.2,6,14.7,1,0,0
12/01/2022 19:27,14.6,23.2,56,51,1027.4,5.9,14.6,0,0,0
12/01/2022 19:37,14.4,23.2,56,51,1027.5,5.7,14.4,0,0,0
12/01/2022 19:47,14.2,23.2,57,51,1027.7,5.8,14.2,0.3,0,0
12/01/2022 19:57,14.1,23.1,58,51,1027.9,6,14.1,0.7,0,0
12/01/2022 20:07,14,23,58,51,1027.7,5.9,14,0.7,0,0
12/01/2022 20:17,13.8,22.9,59,51,1028,5.9,13.8,0,0,0
12/01/2022 20:27,13.5,22.8,60,51,1028.2,5.9,13.5,0.7,0,0
12/01/2022 20:37,13.5,22.8,59,51,1028.3,5.6,13.5,0,0,0
12/01/2022 20:47,13.3,22.7,60,51,1028.1,5.7,13.3,0,0,0
12/01/2022 20:57,12.9,22.6,60,51,1028,5.3,12.9,0.7,0,0
12/01/2022 21:07,12.5,22.5,60,51,1028.2,4.9,12.5,0,0,0
12/01/2022 21:17,12.1,22.3,60,51,1028.1,4.6,12.1,0.3,0,0
12/01/2022 21:27,11.7,22.1,62,51,1028.2,4.7,11.7,0,0,0
12/01/2022 21:37,11.5,22.1,63,51,1028.3,4.7,11.5,0,0,0
12/01/2022 21:47,11.7,22,64,51,1028.5,5.1,11.7,0.3,0,0
12/01/2022 21:57,12.3,21.9,63,52,1028.5,5.5,12.3,1,0,0
12/01/2022 22:07,12.7,21.9,61,52,1028.6,5.4,12.5,1.7,0,0
12/01/2022 22:17,12.8,21.8,60,52,1028.5,5.2,12.7,1.7,0,0
12/01/2022 22:27,12.7,21.8,59,52,1028.4,4.9,12.7,1.4,0,0
12/01/2022 22:38,12.7,21.7,59,52,1028.4,4.9,12.7,0.3,0,0
12/01/2022 22:48,12.7,21.6,60,52,1028.3,5.1,12.7,0.3,0,0
12/01/2022 22:58,12.7,21.6,59,52,1028.3,4.9,12.1,2.4,0,0
12/01/2022 23:08,12.7,21.5,59,52,1028.3,4.9,12.7,1.4,0,0
12/01/2022 23:18,12.5,21.5,59,52,1028.3,4.7,12.5,1,0,0
12/01/2022 23:28,12.3,21.4,59,51,1028.2,4.5,12.3,1,0,0
12/01/2022 23:38,12.1,21.3,60,51,1028,4.6,12.1,1,0,0
12/01/2022 23:48,12,21.2,60,51,1028.2,4.5,12,0,0,0
12/01/2022 23:58,11.9,21.1,62,51,1028.2,4.8,11.9,0.3,0,0
13/01/2022 0:08,11.8,21.1,62,51,1028.2,4.8,11.8,0,0,0
13/01/2022 0:18,11.6,21,63,51,1028.1,4.8,11.6,0.7,0,0
13/01/2022 0:28,11.5,20.9,63,53,1028,4.7,11.5,0,0,0
13/01/2022 0:38,11.5,20.9,64,53,1028,4.9,11.5,0.7,0,0
13/01/2022 0:48,11.5,20.8,65,53,1027.9,5.1,11.5,0.7,0,0
13/01/2022 0:58,11.7,20.6,65,53,1028,5.3,11.7,1,0,0
13/01/2022 1:08,11.7,20.5,65,53,1027.7,5.3,11.7,0.7,0,0
13/01/2022 1:18,11.8,20.4,66,54,1027.5,5.7,11.8,0.7,0,0
13/01/2022 1:28,11.6,20.3,66,54,1027.3,5.5,11.6,0.3,0,0
13/01/2022 1:38,11.6,20.2,67,54,1027.2,5.7,11.6,1.4,0,0
13/01/2022 1:48,11.5,20.1,69,54,1027.2,6,11.5,1,0,0
13/01/2022 1:58,11.4,20,69,54,1027,5.9,11.4,0,0,0
13/01/2022 2:08,11.3,19.8,70,56,1027.1,6,11.3,0.7,0,0
13/01/2022 2:18,11.2,19.7,70,56,1026.9,5.9,11.2,0,0,0
13/01/2022 2:28,11.1,19.6,70,56,1027,5.8,11.1,0,0,0
13/01/2022 2:38,11.2,19.5,71,56,1026.8,6.1,11.2,1,0,0
13/01/2022 2:48,11.2,19.5,71,56,1026.6,6.1,11.2,0,0,0
13/01/2022 2:58,11,19.4,71,56,1026.8,5.9,11,0,0,0
13/01/2022 3:08,10.6,19.3,72,56,1026.6,5.8,10.6,0,0,0
13/01/2022 3:18,10.5,19.2,72,56,1026.8,5.7,10.5,0.3,0,0
13/01/2022 3:28,10.4,19,73,56,1026.8,5.8,10.4,0,0,0
13/01/2022 3:38,10.6,19,73,57,1026.9,6,10.6,0.7,0,0
13/01/2022 3:48,10.7,18.9,74,58,1027,6.3,10.7,0,0,0
13/01/2022 3:59,10.8,18.9,74,58,1026.8,6.4,10.8,0,0,0
13/01/2022 4:09,10.8,18.8,75,58,1026.7,6.5,10.8,0,0,0
13/01/2022 4:19,10.8,18.7,75,58,1026.5,6.5,10.8,0,0,0
13/01/2022 4:29,10.9,18.6,75,58,1026.7,6.6,10.9,0,0,0
13/01/2022 4:39,10.8,18.6,75,58,1026.8,6.5,10.8,0,0,0
13/01/2022 4:49,10.8,18.5,75,58,1026.9,6.5,10.8,0,0,0
13/01/2022 4:59,10.7,18.4,75,58,1026.8,6.4,10.7,0,0,0
13/01/2022 5:09,10.8,18.3,75,58,1026.9,6.5,10.8,0.3,0,0
13/01/2022 5:19,10.6,18.2,75,58,1026.9,6.4,10.6,0,0,0
13/01/2022 5:29,10.4,18.2,75,58,1027,6.2,10.4,0.7,0,0
13/01/2022 5:39,10.2,18.2,75,58,1027,6,10.2,0,0,0
13/01/2022 5:49,10,18,75,58,1027.1,5.8,10,0,0,0
13/01/2022 5:59,10.1,18,76,58,1027.2,6.1,10.1,0,0,0
13/01/2022 6:09,10.1,18,76,58,1027.3,6.1,10.1,0.3,0,0
13/01/2022 6:19,10.2,17.9,77,59,1027.5,6.3,10.2,0,0,5
13/01/2022 6:29,10.3,17.9,77,60,1027.7,6.4,10.3,0,0,8
13/01/2022 6:39,10.3,17.9,77,60,1027.5,6.4,10.3,0,0,9
13/01/2022 6:49,0,0,0,0,0,0,0,0,0,0
13/01/2022 6:59,0,0,0,0,0,0,0,0,0,0
13/01/2022 7:09,11.1,17.1,76,66,1027.9,7,11.1,0.3,0,13
13/01/2022 7:19,11.2,17,76,68,1028,7.1,11.2,0.7,0,21
13/01/2022 7:29,11.5,16.7,75,70,1028,7.2,11.5,0.3,0,38
13/01/2022 7:39,11.7,16.8,74,69,1028,7.2,11.7,0,0,51
13/01/2022 7:49,12,17,71,68,1028.7,6.9,12,1,0,65
13/01/2022 7:59,12.4,17.1,69,68,1028.7,6.9,12.4,0,0,71
13/01/2022 8:10,13,17.1,66,68,1028.6,6.8,13,0,0,75
13/01/2022 8:20,13.5,17.2,64,67,1028.7,6.8,13.5,0,0,84
13/01/2022 8:30,13.9,17.3,62,67,1028.8,6.7,13.9,0.7,0,100
13/01/2022 8:40,14.3,17.3,59,68,1028.9,6.4,14.3,1.7,0,146
13/01/2022 8:50,14.8,17.4,57,68,1029,6.4,14.8,1.7,0,126
13/01/2022 9:00,14.9,17.5,55,68,1028.8,5.9,14.9,2,0,150
13/01/2022 9:10,15,17.6,53,67,1029,5.5,15,2,0,116
13/01/2022 9:20,15,17.7,54,67,1029,5.8,14.8,2.4,0,126
13/01/2022 9:30,15,17.7,54,66,1029.1,5.8,14.8,2.4,0,128
13/01/2022 9:40,16.2,17.8,52,66,1028.9,6.3,16.2,2.4,0,177
13/01/2022 9:50,16.2,18,50,65,1029.2,5.8,15.9,3.1,0,200
13/01/2022 10:00,16.5,18,49,65,1029.1,5.7,16.5,2,0,172
13/01/2022 10:10,16.5,18.3,49,64,1029,5.7,16.5,2,0,213
13/01/2022 10:20,17.5,18.5,45,64,1028.9,5.4,17.5,3.1,0,205
13/01/2022 10:30,17.5,18.8,42,62,1028.8,4.4,17.5,3.1,0,192
13/01/2022 10:40,17.8,19,43,61,1028.6,5.1,17.8,2.4,0,157
13/01/2022 10:50,18.1,19.1,43,60,1028.4,5.3,18.1,2,0,424
13/01/2022 11:00,20,19.3,38,59,1028.4,5.2,20,2.7,0,413
13/01/2022 11:10,21,19.5,33,57,1028.1,4.1,21,1.7,0,611
13/01/2022 11:20,21.2,19.7,34,56,1028.1,4.7,21.2,1.7,0,116
13/01/2022 11:30,19.7,20,37,55,1027.9,4.6,19.7,1,0,74
13/01/2022 11:40,18.6,19.9,40,55,1027.9,4.7,18.6,2,0,107
13/01/2022 11:50,20,20.3,37,55,1027.8,4.9,20,1.7,0,309
13/01/2022 12:00,19.9,20.6,36,54,1028,4.4,19.9,0.7,0,143
13/01/2022 12:10,19.7,20.7,39,53,1027.7,5.4,19.7,1.7,0,123
13/01/2022 12:21,18.8,20.6,42,54,1027.6,5.6,18.8,1.7,0,98
13/01/2022 12:31,18.5,20.4,42,54,1027.5,5.3,18.5,2,0,141
13/01/2022 12:41,19.3,20.4,40,54,1027.3,5.4,19.3,2,0,174
13/01/2022 12:51,20.1,20.7,37,53,1027.4,5,20.1,2,0,205
13/01/2022 13:01,21.3,21.1,33,50,1027.1,4.4,21.3,1.4,0,219
13/01/2022 13:11,21.4,21.3,32,49,1027.1,4,21.4,0.7,0,190
13/01/2022 13:21,21.6,21.6,36,51,1027,5.9,21.6,2,0,430
13/01/2022 13:31,20.6,21.7,39,52,1027.1,6.2,20.6,2,0,144
13/01/2022 13:41,20,21.8,40,52,1026.8,6,20,2.7,0,184
13/01/2022 13:51,18.8,21.7,43,51,1026.7,6,18.4,5.8,0,138
13/01/2022 14:24,17.7,21.1,43,52,1026.4,5,17.7,1.4,0,101
13/01/2022 14:34,17.6,21.1,44,52,1026.2,5.2,17.6,1.7,0,91
13/01/2022 14:44,17.2,20.9,45,53,1026.2,5.2,17.1,3.1,0,113
13/01/2022 14:54,17.2,21,45,52,1026.3,5.2,17.2,1,0,95
13/01/2022 15:26,19.5,22,43,50,1026.4,6.6,19.5,3.4,0,172
13/01/2022 15:36,18.5,22,43,49,1025.9,5.7,18.5,3.7,0,78
13/01/2022 15:46,17.9,21.8,44,51,1026,5.5,17.9,1.7,0,40
13/01/2022 15:56,16.7,21.4,47,51,1026,5.3,16.7,2.7,0,15
13/01/2022 16:06,15.9,21,49,51,1026,5.2,15.9,2,0,11
13/01/2022 16:16,15.4,21,50,51,1026.1,5,15.1,2.7,0,12
13/01/2022 16:26,15.2,21.3,51,51,1026.4,5.1,14.3,4.4,0,14
13/01/2022 16:36,15.1,21.8,50,50,1026.4,4.8,14.8,2.7,0,13
13/01/2022 16:46,15,22,50,49,1026.4,4.7,14.6,2.7,0,13
13/01/2022 16:56,14.9,22.3,52,49,1026.5,5.1,14.7,2.4,0,11
13/01/2022 17:06,14.7,22.3,52,49,1026.6,4.9,13.9,3.7,0,6
13/01/2022 17:16,14.4,22.3,53,49,1026.6,4.9,14.3,2,0,5
13/01/2022 17:27,14.1,22.3,53,49,1026.7,4.7,13.4,3.1,0,5
13/01/2022 17:37,14,22.3,54,49,1026.7,4.8,13.8,2,0,3
13/01/2022 17:59,14,22.3,53,49,1026.9,4.6,14,1.7,0,0
13/01/2022 18:09,14.1,22.3,53,49,1026.9,4.7,14.1,0.7,0,0
13/01/2022 18:19,14.1,22,53,49,1026.9,4.7,13.7,2.4,0,0
13/01/2022 18:29,14.1,22,53,49,1027.1,4.7,13.7,2.4,0,0
13/01/2022 18:39,13.9,22,54,49,1027.1,4.7,13.9,1.4,0,0
13/01/2022 18:49,13.9,22,54,49,1027.1,4.7,13.1,3.1,0,0
13/01/2022 19:09,13.5,21.9,55,50,1027.5,4.6,12.5,3.4,0,0
13/01/2022 19:19,13.4,21.8,54,50,1027.4,4.3,12.9,2.4,0,0
13/01/2022 19:29,13.3,21.7,55,50,1027.7,4.4,12.8,2.4,0,0
13/01/2022 19:39,13.3,21.7,55,50,1027.8,4.4,13.3,1,0,0
13/01/2022 19:49,13.3,21.6,55,50,1028.1,4.4,13,2,0,0
13/01/2022 19:59,13.3,21.6,54,50,1028.2,4.2,13.3,1.4,0,0
13/01/2022 20:09,13.3,21.5,55,50,1028.4,4.4,13.3,1,0,0
13/01/2022 20:33,13.3,21.3,54,50,1028.3,4.2,12.8,2.4,0,0
13/01/2022 20:43,13.1,21.2,54,51,1028.5,4,13.1,1,0,0
13/01/2022 20:53,13,21.1,55,51,1028.6,4.2,13,0.7,0,0
13/01/2022 21:03,12.9,21.1,57,51,1028.8,4.6,12.9,0.7,0,0
13/01/2022 21:13,12.7,21,58,51,1028.6,4.6,12.7,0,0,0
13/01/2022 21:23,12.4,21,58,51,1028.8,4.4,12.4,0,0,0
13/01/2022 21:33,12.2,21,59,51,1028.8,4.4,12.2,0,0,0
13/01/2022 21:43,11.9,20.9,60,52,1028.9,4.4,11.9,0,0,0
13/01/2022 21:53,11.7,20.9,61,52,1028.8,4.4,11.7,0.7,0,0
13/01/2022 22:03,11.7,20.8,61,52,1028.9,4.4,11.7,0,0,0
13/01/2022 22:13,11.7,20.8,62,52,1028.8,4.7,11.7,0.7,0,0
13/01/2022 22:23,12.2,20.8,60,52,1028.6,4.7,12.2,0.3,0,0
13/01/2022 22:33,12.3,20.7,60,52,1028.8,4.8,12.3,0.3,0,0
13/01/2022 22:43,12.3,20.6,60,52,1028.9,4.8,12.3,0.7,0,0
13/01/2022 22:57,12.4,20.5,59,52,1028.8,4.6,12.4,0.3,0,0
13/01/2022 23:07,12.3,20.4,59,52,1028.3,4.5,12.3,0,0,0
13/01/2022 23:17,12.2,20.3,60,52,1028.4,4.7,12.2,0.7,0,0
13/01/2022 23:27,12.2,20.2,61,52,1028.5,4.9,12.2,0.7,0,0
13/01/2022 23:37,12,20.2,60,53,1028.6,4.5,12,0,0,0
13/01/2022 23:47,11.7,20.2,62,53,1028.5,4.7,11.7,0,0,0
13/01/2022 23:57,11.5,20,63,53,1028.3,4.7,11.5,0,0,0
14/01/2022 0:07,11.5,19.9,64,54,1028.1,4.9,11.5,0.7,0,0
14/01/2022 0:17,11.5,19.8,64,54,1028,4.9,11.5,0.3,0,0
14/01/2022 0:28,11.6,19.8,64,54,1027.9,5,11.6,0.7,0,0
14/01/2022 0:38,11.8,19.7,64,54,1027.9,5.2,11.8,0.7,0,0
14/01/2022 0:48,11.6,19.6,63,54,1027.9,4.8,11.6,1,0,0
14/01/2022 0:58,11.5,19.5,64,55,1027.7,4.9,11.5,0.3,0,0
14/01/2022 1:08,11.5,19.5,64,55,1027.7,4.9,11.5,0.3,0,0
14/01/2022 1:30,11.8,19.2,62,55,1027.4,4.8,11.8,0,0,0
14/01/2022 1:40,11.8,19.1,62,55,1027.4,4.8,11.8,0.7,0,0
14/01/2022 1:50,11.7,19.1,63,55,1027,4.9,11.7,0,0,0
14/01/2022 2:00,11.7,19,63,55,1026.9,4.9,11.7,1.4,0,0
14/01/2022 2:10,11.7,18.9,64,56,1026.9,5.1,11.7,0,0,0
14/01/2022 2:20,11.6,18.8,64,56,1027,5,11.6,0.7,0,0
14/01/2022 2:30,11.6,18.7,64,56,1026.7,5,11.6,0,0,0
14/01/2022 2:40,11.6,18.6,64,57,1026.7,5,11.6,0.7,0,0
14/01/2022 2:50,11.5,18.6,64,57,1026.7,4.9,11.5,0.7,0,0
14/01/2022 3:00,11.4,18.5,65,57,1026.8,5.1,11.4,0,0,0
14/01/2022 3:10,11.3,18.4,65,57,1026.6,5,11.3,0,0,0
14/01/2022 3:20,11.2,18.3,66,57,1026.6,5.1,11.2,0.3,0,0
14/01/2022 3:30,11.2,18.3,67,57,1026.7,5.3,11.2,0.7,0,0
14/01/2022 3:40,11.1,18.2,65,57,1026.7,4.8,9.8,3.1,0,0
14/01/2022 4:02,11.8,18.2,61,57,1026.8,4.5,11.8,1,0,0
14/01/2022 4:12,11.7,18,61,57,1026.7,4.4,11.4,1.7,0,0
14/01/2022 4:22,11.7,18,61,57,1026.7,4.4,11.7,1,0,0
14/01/2022 4:32,11.6,17.9,61,58,1026.8,4.3,11.3,1.7,0,0
14/01/2022 4:42,11.6,17.9,61,58,1026.8,4.3,10.8,2.4,0,0
14/01/2022 4:52,11.6,17.9,60,58,1027.1,4.1,10.8,2.4,0,0
14/01/2022 5:03,11.5,17.8,60,58,1027,4,11.2,1.7,0,0
14/01/2022 5:13,11.5,17.7,60,58,1027.1,4,11.4,1.4,0,0
14/01/2022 5:23,11.3,17.7,60,58,1027,3.8,11.3,0.7,0,0
14/01/2022 5:33,11.1,17.7,60,58,1027.3,3.6,11.1,1,0,0
14/01/2022 5:43,10.9,17.6,62,58,1027.3,3.9,10.9,1,0,0
14/01/2022 5:53,10.5,17.6,62,58,1027,3.5,10.5,0.7,0,0
14/01/2022 6:03,10.4,17.5,63,58,1027.3,3.7,10.4,0.3,0,0
14/01/2022 6:13,10,17.6,63,58,1027.5,3.3,10,1,0,2
14/01/2022 6:35,9.8,17.2,67,58,1027.7,4,9.8,0,0,25
14/01/2022 6:45,10,17,67,59,1027.9,4.2,10,1,0,35
14/01/2022 6:55,10.6,16.9,66,60,1028,4.5,10.6,1,0,50
14/01/2022 7:05,11.3,16.8,64,63,1028.2,4.7,11.2,1.4,0,57
14/01/2022 7:15,12,16.9,61,62,1028.4,4.7,12,1,0,63
14/01/2022 7:25,12.5,17,58,60,1028.6,4.5,12.5,0.7,0,65
14/01/2022 7:35,12.9,17.1,57,60,1028.5,4.6,12.9,0.7,0,72
14/01/2022 7:45,13.3,17.1,54,60,1028.5,4.2,13.3,1,0,71
14/01/2022 7:55,13.7,17.1,54,60,1028.7,4.6,13.7,1.7,0,74
14/01/2022 8:05,14,17.4,53,60,1028.7,4.6,14,1,0,91
14/01/2022 8:15,14.3,17.4,51,61,1028.7,4.3,13.8,2.7,0,96
14/01/2022 8:25,14.5,17.4,51,60,1028.9,4.5,14.4,2,0,92
14/01/2022 8:35,14.7,17.6,52,60,1028.9,4.9,14.7,2,0,122
14/01/2022 8:45,15.1,17.7,50,61,1029.2,4.8,15.1,1.7,0,156
14/01/2022 9:07,16.2,18.2,48,62,1029,5.2,16.2,2,0,162
14/01/2022 9:18,16,18.5,48,62,1029,5,15.8,2.7,0,157
14/01/2022 9:28,16.3,18.3,49,62,1029.1,5.6,16.2,2.7,0,179
14/01/2022 9:38,16.3,18.5,48,62,1029.1,5.3,16,3.1,0,151
14/01/2022 9:48,16.5,18.5,48,62,1029.1,5.5,16.4,2.7,0,143
14/01/2022 9:58,16.4,18.6,47,62,1029,5.1,16.4,2.4,0,162
14/01/2022 10:08,16.7,18.8,46,62,1029,5,16.5,3.1,0,180
14/01/2022 10:18,17,18.8,45,62,1029.2,5,17,1.7,0,179
14/01/2022 10:28,17.3,18.9,44,62,1029,4.9,17.3,2,0,159
14/01/2022 10:38,16.9,18.9,46,61,1029.3,5.2,16.9,2.4,0,126
14/01/2022 10:48,17,19,45,61,1029.1,5,17,2.4,0,136
14/01/2022 10:58,17.2,19.1,45,60,1028.9,5.2,17.2,2.7,0,148
14/01/2022 11:08,17.3,19.2,44,60,1028.8,4.9,17.3,2.4,0,194
14/01/2022 11:18,17.9,19.5,43,60,1028.8,5.1,17.9,2.7,0,211
14/01/2022 11:40,17.7,19.8,43,57,1028.4,5,17.7,2.7,0,194
14/01/2022 11:50,18,19.9,43,57,1028.4,5.2,18,3.1,0,225
14/01/2022 12:00,18.3,20,43,56,1028.4,5.5,18.3,2.4,0,139
14/01/2022 12:10,17.9,20,41,55,1028.3,4.5,17.9,1.7,0,120
14/01/2022 12:20,18.1,20.2,42,54,1028.2,5,18.1,2.4,0,201
14/01/2022 12:30,19.1,20.6,40,53,1027.9,5.2,19.1,2.4,0,568
14/01/2022 12:40,21.2,21,34,52,1028,4.7,21.2,3.1,0,405
14/01/2022 12:50,20.5,21.4,35,52,1027.8,4.5,20.5,3.1,0,284
14/01/2022 13:00,20.4,21.7,34,51,1027.7,4,20.4,2,0,278
14/01/2022 13:10,20.5,22,36,50,1028,4.9,20.5,2.4,0,287
14/01/2022 13:20,21.2,22,33,49,1027.6,4.3,21.2,2,0,477
14/01/2022 13:30,22.4,22.3,31,49,1027.6,4.4,22.4,2.4,0,282
14/01/2022 13:41,23.1,22.7,32,49,1027.6,5.5,23.1,3.1,0,540
14/01/2022 13:51,23,23.2,32,47,1027.4,5.4,23,3.4,0,462
14/01/2022 14:13,21.9,23.8,33,46,1027.3,4.9,21.9,4.1,0,433
14/01/2022 14:23,22.7,26,32,42,1027.2,5.2,22.7,4.8,0,429
14/01/2022 14:33,23.2,30.4,33,34,1027.6,6,23.2,5.1,0,388
14/01/2022 14:43,22.5,32.4,31,29,1029.4,4.5,22.5,3.7,0,370
14/01/2022 14:53,22.9,30.9,31,30,1029.4,4.9,22.9,4.8,0,356
14/01/2022 15:03,22.7,29.3,31,32,1028.6,4.7,22.7,3.1,0,326
14/01/2022 15:13,22.4,27,31,34,1027.9,4.4,22.4,3.1,0,322
14/01/2022 15:23,22.7,26.9,31,38,1027.7,4.7,22.7,2.7,0,245
14/01/2022 15:33,21.6,26.6,35,39,1027.6,5.5,21.6,3.7,0,281
14/01/2022 15:43,21.4,26.8,35,39,1027.5,5.3,21.4,1.7,0,233
14/01/2022 15:53,20.9,27,36,38,1027.5,5.3,20.9,3.7,0,222
14/01/2022 16:03,20.9,27,36,39,1027.7,5.3,20.9,3.7,0,218
14/01/2022 16:13,20.3,27,39,38,1027.7,5.9,20.3,3.4,0,192
14/01/2022 16:23,20.5,27,38,38,1027.7,5.7,20.5,2.7,0,180
14/01/2022 16:45,17.1,26,45,39,1027.9,5.1,16.8,3.7,0,43
14/01/2022 16:55,16.4,25.8,49,41,1027.8,5.7,16.3,2.7,0,25
14/01/2022 17:05,15.8,25.4,51,41,1028,5.7,15.2,3.7,0,26
14/01/2022 17:15,15.5,25,52,42,1027.8,5.7,15.2,2.7,0,20
14/01/2022 17:25,15.1,24.7,53,43,1027.7,5.6,14.2,4.1,0,14
14/01/2022 17:35,14.9,24.4,54,44,1028.2,5.7,14.2,3.4,0,9
14/01/2022 17:45,14.8,24.2,54,44,1028.2,5.6,14.1,3.4,0,3
14/01/2022 17:55,14.7,24,54,44,1027.9,5.5,14.4,2.4,0,0
14/01/2022 18:06,14.4,23.9,55,45,1028,5.5,13.7,3.1,0,0
14/01/2022 18:16,14.2,23.7,55,45,1027.8,5.3,13.7,2.7,0,0
14/01/2022 18:26,14,23.5,56,45,1027.8,5.4,13.6,2.4,0,0
14/01/2022 18:36,13.8,23.4,58,46,1027.6,5.7,13,3.1,0,0
14/01/2022 18:46,13.8,23.1,58,46,1027.8,5.7,13,3.1,0,0
14/01/2022 18:56,13.7,23,58,46,1027.9,5.6,13.5,2,0,0
14/01/2022 19:13,13.7,22.8,59,48,1028.2,5.8,13.1,2.7,0,0
14/01/2022 19:23,13.7,22.7,59,48,1028.5,5.8,13.5,2,0,0
14/01/2022 19:33,13.6,22.4,60,48,1028.6,6,13.1,2.4,0,0
14/01/2022 19:44,13.5,22.4,61,49,1028.4,6.1,13,2.4,0,0
14/01/2022 19:54,13.4,22.1,61,49,1028.4,6,12.9,2.4,0,0
14/01/2022 20:04,13.4,22.1,61,49,1028.6,6,13.1,2,0,0
14/01/2022 20:14,13.3,22.1,61,49,1028.7,5.9,13.3,1.4,0,0
14/01/2022 20:24,13.3,22.1,61,49,1028.9,5.9,13,2,0,0
14/01/2022 20:34,13.3,21.9,61,50,1028.9,5.9,13.3,1.4,0,0
14/01/2022 20:44,13.1,21.8,62,50,1029.2,6,12.5,2.4,0,0
14/01/2022 20:54,13,21.7,62,51,1029.1,5.9,12.7,2,0,0
14/01/2022 21:04,12.9,21.6,62,51,1029.2,5.8,12.9,1.4,0,0
14/01/2022 21:14,12.8,21.5,62,51,1029,5.7,12.4,2,0,0
14/01/2022 21:24,12.5,21.4,62,51,1028.9,5.4,12.5,1,0,0
14/01/2022 21:48,11.9,21,65,51,1029.1,5.5,11.9,1,0,0
14/01/2022 21:58,11.7,20.9,66,52,1029.2,5.6,11.7,0.3,0,0
14/01/2022 22:08,11.4,20.7,67,52,1028.8,5.5,11.4,0.3,0,0
14/01/2022 22:18,11.2,20.6,68,52,1029,5.5,10.8,1.7,0,0
14/01/2022 22:28,11,20.4,69,52,1028.9,5.5,11,0,0,0
14/01/2022 22:38,10.8,20.3,70,52,1028.9,5.5,10.8,0.3,0,0
14/01/2022 22:48,10.6,20.3,70,52,1029,5.4,10.6,0,0,0
14/01/2022 22:58,10.6,20.2,71,53,1029.1,5.6,10.6,1,0,0
14/01/2022 23:18,10.5,20,72,53,1028.8,5.7,10.5,0,0,0
14/01/2022 23:28,10.5,19.9,72,54,1029.1,5.7,10.5,0,0,0
14/01/2022 23:38,10.4,19.7,73,54,1028.7,5.8,10.4,0,0,0
14/01/2022 23:48,10.4,19.5,73,55,1028.6,5.8,10.4,0.7,0,0
14/01/2022 23:58,10.6,19.5,73,55,1028.8,6,10.6,0,0,0
15/01/2022 0:08,10.7,19.4,74,56,1028.5,6.3,10.7,0.7,0,0
15/01/2022 0:18,10.5,19.3,73,56,1028.2,5.9,10.5,0.3,0,0
15/01/2022 0:28,10.2,19.2,73,55,1028.3,5.6,10.2,0.7,0,0
15/01/2022 0:38,10,19.1,73,55,1028,5.4,10,1,0,0
15/01/2022 0:48,9.7,19,74,55,1028,5.3,9.7,0,0,0
15/01/2022 0:58,9.4,18.8,74,56,1028,5,9.4,0,0,0
15/01/2022 1:08,9.2,18.7,74,55,1027.7,4.8,9.2,0,0,0
15/01/2022 1:19,9.1,18.6,75,55,1027.5,4.9,9.1,0,0,0
15/01/2022 1:29,9.1,18.3,75,56,1027.3,4.9,9.1,0,0,0
15/01/2022 1:39,9.3,18.3,76,56,1027.1,5.3,9.3,0.7,0,0
15/01/2022 1:49,9.4,18.2,77,57,1027.2,5.6,9.4,0.7,0,0
15/01/2022 1:59,9.4,18,77,57,1027.3,5.6,9.4,0.7,0,0
15/01/2022 2:09,9.3,18,77,57,1027,5.5,9.3,0.3,0,0
15/01/2022 2:19,9.2,18,77,57,1026.8,5.4,9.2,0,0,0
15/01/2022 2:29,9.3,17.9,78,58,1026.8,5.7,9.3,0,0,0
